model,beta,n_char,p,q,sigma_max,sigma_min,label,mm,beta_sd,Method,Draw,mse_loss_shannon,mse_loss_simpson,mse_loss_euclidean,mse_loss_bray_curtis,mse_loss_bray_curtis_subset,mse_loss_euclidean_subset,time
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.83,2.396891990947055,0.21808094915091766,0.6880040677805849,0.5157518449008204,0.2578759224504102,0.34400203389029244,18.91800000000012
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.84,2.17768940145564,0.17684808287436818,0.5815677911322638,0.48254624087474224,0.24127312043737112,0.2907838955661319,18.892000000000053
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.85,2.9652249124572694,0.2757036125258145,0.8028214498129573,0.5422199956851255,0.27110999784256273,0.40141072490647867,18.919999999999845
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.86,2.4827272022994116,0.22505595079369356,0.6624254645487793,0.5018219360726265,0.25091096803631324,0.33121273227438963,18.87200000000007
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.87,2.486724307751448,0.22384939838611284,0.7055607298171294,0.5115743120176094,0.2557871560088047,0.3527803649085647,18.837999999999965
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.88,2.4902234183686613,0.2360549594816576,0.7366817401850966,0.5232511773396794,0.2616255886698397,0.3683408700925483,18.812000000000126
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.89,2.6907348945729477,0.26608183157989346,0.778786181635622,0.5446978036340383,0.27234890181701915,0.389393090817811,18.878999999999905
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.90,2.6437547982592227,0.2516701391101993,0.7229442371178019,0.510065031892005,0.2550325159460025,0.36147211855890093,19.007000000000062
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.91,2.252750503451793,0.19874574440588058,0.6506354441953373,0.5014005886258576,0.2507002943129288,0.3253177220976686,18.951999999999998
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.92,2.5140944726363257,0.23337108979276963,0.6694395781511924,0.4817631314601381,0.24088156573006905,0.3347197890755962,18.935999999999922
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.93,2.395514750140727,0.22628481183043905,0.6944778316429843,0.5089626215709802,0.2544813107854901,0.34723891582149213,18.930000000000064
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.94,2.7095797090966554,0.23950149683578523,0.7318820664100253,0.5270875642425472,0.2635437821212736,0.36594103320501264,18.870999999999867
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.95,3.0594645756670737,0.2979656437337178,0.7824777667677828,0.5227859328567492,0.2613929664283746,0.3912388833838914,18.882000000000062
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.96,2.613772470564718,0.24006263759980628,0.7364134113007536,0.5236207780632265,0.26181038903161324,0.3682067056503768,18.860000000000127
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.97,2.8656231934556406,0.2880580635232762,0.8113663280454971,0.531307948861752,0.265653974430876,0.40568316402274857,18.878999999999905
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.98,2.6881156562531165,0.2538413672698337,0.7401793442623529,0.5147905186057095,0.25739525930285473,0.37008967213117644,19.04099999999994
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.99,2.595399805585167,0.252670596294885,0.7085223972795501,0.5027972044608013,0.25139860223040067,0.35426119863977507,18.466000000000122
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.100,2.1145626935171866,0.18559220176957938,0.595843246679072,0.4854982047737261,0.24274910238686306,0.297921623339536,18.59400000000005
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.101,2.3623825364485187,0.21400453346249856,0.7080388767334587,0.5210676665429604,0.2605338332714802,0.35401943836672933,18.445999999999913
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.102,2.782569193881226,0.2705224437840698,0.7391659578332025,0.515463056062742,0.257731528031371,0.36958297891660125,18.555000000000064
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.103,2.8113154078344444,0.2827594525578833,0.7862010088990494,0.5231891873821362,0.2615945936910681,0.3931005044495247,18.488999999999805
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.104,2.7732003924876167,0.2663935692541621,0.7547438573620513,0.5281840517075717,0.26409202585378583,0.37737192868102565,18.583000000000084
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.105,2.5452758784847918,0.239568991124602,0.7407674228014686,0.5229773365392747,0.26148866826963735,0.3703837114007343,18.427000000000135
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.106,2.571087295905909,0.23876464179895152,0.7258349555204163,0.5280597239982042,0.2640298619991021,0.36291747776020816,18.43199999999979
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.107,2.346118297219479,0.21915656789127264,0.6484034427187759,0.4954985431593564,0.2477492715796782,0.32420172135938796,18.573000000000093
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.108,2.9946396219652742,0.28883410655398634,0.8051531885900348,0.5426972513421292,0.2713486256710646,0.4025765942950174,18.434000000000196
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.109,2.6070072346595285,0.2373628355723821,0.7367958578218661,0.5174052417548032,0.2587026208774016,0.36839792891093304,18.544999999999618
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.110,2.420952018081554,0.2284980208117579,0.6902319054689483,0.5181381093384088,0.2590690546692044,0.34511595273447415,18.38000000000011
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.111,2.6388662207244775,0.2579898681470491,0.7445802773917681,0.5249480071827393,0.26247400359136963,0.37229013869588407,18.570000000000164
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.112,2.923843998266635,0.2870482224854875,0.7949183372078715,0.5250011023339631,0.26250055116698157,0.39745916860393576,18.18600000000015
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.113,2.730108438684977,0.2466937710037052,0.7190413458024381,0.5018231415742568,0.2509115707871284,0.35952067290121903,18.31399999999985
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.114,2.6521670659348233,0.2609907818822143,0.7632412723161517,0.5248390152962549,0.26241950764812744,0.38162063615807584,18.20600000000013
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.115,2.3199858714153545,0.21811714899512424,0.658213691393054,0.49127860948529234,0.24563930474264617,0.329106845696527,18.246999999999844
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.116,2.2081564561944775,0.20011498678132358,0.6239860529933781,0.501110739931321,0.2505553699656605,0.31199302649668903,17.994000000000142
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.117,2.470301561140661,0.2395318543948849,0.7028157816340794,0.5175536803333485,0.25877684016667424,0.3514078908170397,17.983999999999924
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.118,2.3241356281327272,0.21624952250097726,0.6801505509113608,0.5045663288990737,0.25228316444953686,0.3400752754556804,18.157999999999902
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.119,2.3297484932328283,0.22776653636202177,0.6631407254434454,0.48426314126577547,0.24213157063288773,0.3315703627217227,18.02599999999984
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.120,2.5066866773738736,0.2285661733898994,0.7090390782458292,0.5141876575219709,0.25709382876098547,0.3545195391229146,18.18100000000004
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.121,2.1858807570337198,0.1828340994626623,0.6225175455027767,0.5015064284525,0.25075321422625,0.31125877275138836,18.1220000000003
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.122,2.39676247391758,0.2151440321132124,0.6413530572943335,0.48060823767465793,0.24030411883732897,0.3206765286471667,18.268999999999778
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.123,2.8136471604448645,0.2879618161341027,0.7732219065195263,0.5243942631531873,0.26219713157659363,0.38661095325976313,17.976000000000113
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.124,2.7536124320494637,0.27961800204883247,0.7324870195171018,0.5031264905470794,0.2515632452735397,0.3662435097585509,17.940000000000055
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.125,2.262977117256572,0.21970913156458521,0.6651349961524986,0.48749195492869635,0.24374597746434817,0.3325674980762493,18.05699999999979
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.126,2.644293383171079,0.2478247578774134,0.7550250970868297,0.5334373899799886,0.2667186949899943,0.37751254854341487,17.965999999999894
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.127,2.86290650422468,0.2840256918133718,0.7843794044172319,0.5201382416481974,0.2600691208240987,0.39218970220861593,18.080000000000382
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.128,2.766155597521024,0.2794149348032315,0.750546515067506,0.5225312931367906,0.2612656465683953,0.375273257533753,17.950999999999567
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.129,2.7830618239838696,0.27092700902121936,0.7402260939460623,0.5021463332526446,0.2510731666263223,0.37011304697303116,18.070000000000164
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.130,2.2486881395096368,0.21355823752055175,0.659923194138078,0.49523195924813546,0.24761597962406773,0.329961597069039,17.970000000000255
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.131,2.4688990721708426,0.22499337409746878,0.6944739405907433,0.5099155265420124,0.2549577632710062,0.34723697029537165,18.070999999999913
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.132,2.5337968273769285,0.24184448814993872,0.7091917330759914,0.5097145559092157,0.25485727795460783,0.3545958665379957,17.960000000000036
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.133,2.4527408885823356,0.2340721767121628,0.680963975604017,0.5026984737983496,0.2513492368991748,0.3404819878020085,18.09400000000005
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.134,2.8407083326424587,0.26986289506236144,0.7576393758813369,0.5171104009335126,0.2585552004667563,0.37881968794066845,17.967999999999847
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.135,2.4663145943207896,0.23067563015295528,0.6909408871158433,0.510617728631576,0.255308864315788,0.34547044355792167,17.960000000000036
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.136,2.4898593527465946,0.23659841868544798,0.6915479898820117,0.49832496760719863,0.24916248380359932,0.34577399494100586,18.06999999999971
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.137,2.747269677220542,0.264083340021073,0.7307925860455056,0.4880067197720525,0.24400335988602626,0.3653962930227528,17.993000000000393
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.138,2.5857430185997843,0.23870678022457284,0.6834259526011904,0.5110512525468457,0.25552562627342285,0.3417129763005952,18.085999999999785
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.139,2.962159118721616,0.2927894125218489,0.8409431040258439,0.547518274488882,0.273759137244441,0.42047155201292197,18.01200000000017
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.140,3.115213192813388,0.3129328559095635,0.8236434495892527,0.5383584435314694,0.2691792217657347,0.41182172479462636,18.07199999999966
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.141,2.3766382116253175,0.2096140817993877,0.6550085937783572,0.5053590617186507,0.2526795308593254,0.3275042968891786,17.960000000000036
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.142,3.0354866916971015,0.31128280364639305,0.8247207382556577,0.5383670690523246,0.2691835345261623,0.41236036912782886,18.11200000000008
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.143,2.7549447214223326,0.2593151176862986,0.7140465152925032,0.5059231049134102,0.2529615524567051,0.3570232576462516,18.009000000000015
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.144,2.9360813070344896,0.2940204670053344,0.8131509509942008,0.5418364968000637,0.27091824840003187,0.4065754754971004,18.07400000000007
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.145,2.6108886924310037,0.24082365530499744,0.736552321939597,0.5189282420867203,0.25946412104336014,0.3682761609697985,17.967999999999847
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.146,2.893943582343633,0.29005014843999216,0.802743482434171,0.5229950810528674,0.2614975405264337,0.4013717412170855,18.070000000000164
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.147,3.091982710519054,0.3079253553010694,0.8239394709326202,0.5349599575872173,0.26747997879360863,0.4119697354663101,17.972999999999956
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.148,2.965759831237697,0.3109940357929743,0.8222036406339479,0.5358437123052323,0.26792185615261616,0.41110182031697395,18.13700000000017
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.149,2.5319499168449253,0.2209604525424337,0.6977282634487634,0.5088863340482023,0.25444316702410114,0.3488641317243817,17.97499999999991
